rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
939,5937,Andrew Chord (Earth-616),\/Andrew_Chord_(Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,,Living Characters,40,Dec-89,1989
940,1421,Demogoblin (Earth-616),\/Demogoblin_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,40,Feb-89,1989
941,70357,Julius Mullarkey (Earth-616),\/Julius_Mullarkey_(Earth-616),Secret Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Deceased Characters,40,Jun-92,1992
942,2026,Kiskillilla (Earth-616),\/Kiskillilla_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Deceased Characters,40,Aug-92,1992
943,16964,Sarah Ryall (Earth-616),\/Sarah_Ryall_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,40,Dec-92,1992
944,16007,Shevaun Haldane (Earth-616),\/Shevaun_Haldane_(Earth-616),Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,40,Jul-92,1992
945,2565,Steven Harmon (Earth-616),\/Steven_Harmon_(Earth-616),Public Identity,Good Characters,Blue Eyes,Purple Hair,Male Characters,,Living Characters,40,Nov-92,1992
946,106210,Scrier (Earth-616),\/Scrier_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,40,Oct-94,1994
947,63579,James Santini (Earth-616),\/James_Santini_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,40,Oct-95,1995
948,1899,Janice Yanizeski (Earth-616),\/Janice_Yanizeski_(Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Blond Hair,Female Characters,,Living Characters,40,Dec-95,1995
949,19528,Paul Stacy (Earth-616),\/Paul_Stacy_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,40,Mar-97,1997
950,1407,Dead Girl (Moonbeam) (Earth-616),\/Dead_Girl_(Moonbeam)_(Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Female Characters,,Deceased Characters,40,Apr-02,2002
951,52832,Abigail Boylen (Earth-616),\/Abigail_Boylen_(Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,40,May-07,2007
952,505922,Sajani Jaffrey (Earth-616),\/Sajani_Jaffrey_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,40,Jan-11,2011
953,571723,Benjamin Deeds (Earth-616),\/Benjamin_Deeds_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,40,Feb-13,2013
954,19216,Richard Parker (Earth-616),\/Richard_Parker_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,39,Nov-68,1968
955,39504,Steel Serpent (Davos) (Earth-616),\/Steel_Serpent_(Davos)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39,Nov-75,1975
956,19228,Jacob Conover (Earth-616),\/Jacob_Conover_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,39,Mar-76,1976
957,30250,Miss Locke (Earth-616),\/Miss_Locke_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,39,Jan-78,1978
958,43774,Kaina (Earth-616),\/Kaina_(Earth-616),Secret Identity,Good Characters,White Eyes,Brown Hair,Female Characters,,Living Characters,39,Jul-79,1979
959,13464,Aaron Nicholson (Earth-616),\/Aaron_Nicholson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39,Jun-84,1984
960,15664,Amiko Kobayashi (Earth-616),\/Amiko_Kobayashi_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,39,May-84,1984
961,1702,Ghaur (Earth-616),\/Ghaur_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blue Hair,Male Characters,,Living Characters,39,Nov-85,1985
962,1260,Quincy McIver (Earth-616),\/Quincy_McIver_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,39,Oct-85,1985
963,5705,Ulysses Lugman (Earth-616),\/Ulysses_Lugman_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,39,Jan-87,1987
964,5595,Ananym (Earth-616),\/Ananym_(Earth-616),Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,,Living Characters,39,Nov-89,1989
965,2553,Silverfox (Canadian) (Earth-616),\/Silverfox_(Canadian)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,39,Aug-89,1989
966,177119,Mary Parker (Simulcrum) (Earth-616),\/Mary_Parker_(Simulcrum)_(Earth-616),,,,,Female Characters,,Deceased Characters,39,Jun-92,1992
967,5924,Carlton LaFroyge (Earth-616),\/Carlton_LaFroyge_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,May-93,1993
968,32493,Cammille Benally (Earth-616),\/Cammille_Benally_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,39,Nov-05,2005
969,65271,Brood (Warbound) (Earth-616),\/Brood_(Warbound)_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,39,May-07,2007
970,405816,Rebecca Barnes (Onslaught Reborn) (Earth-616),\/Rebecca_Barnes_(Onslaught_Reborn)_(Earth-616),Public Identity,,Hazel Eyes,Red Hair,Female Characters,,Deceased Characters,39,Jan-07,2007
971,86607,Cosmo (Dog) (Earth-616),\/Cosmo_(Dog)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,39,Jan-08,2008
972,581852,Fabio Medina (Earth-616),\/Fabio_Medina_(Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,39,Apr-13,2013
973,594986,Henry Casey (Earth-616),\/Henry_Casey_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,38,Nov-52,1952
974,9407,Harrington Byrd (Earth-616),\/Harrington_Byrd_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,38,Oct-63,1963
975,8909,Marianne Rodgers (Earth-616),\/Marianne_Rodgers_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,38,Apr-63,1963
976,6692,Victoria Bentley (Earth-616),\/Victoria_Bentley_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Female Characters,,Deceased Characters,38,Nov-63,1963
977,106245,Diane Arliss (Earth-616),\/Diane_Arliss_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,38,Sep-68,1968
978,1889,Jonathan Powers (Earth-616),\/Jonathan_Powers_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,38,Jul-68,1968
979,1065,Amphibius (Earth-616),\/Amphibius_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,38,Nov-69,1969
980,24458,Susan Scarbo (Earth-616),\/Susan_Scarbo_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,38,Mar-70,1970
981,1882,Jarella (Earth-616),\/Jarella_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,38,Jun-71,1971
982,2094,William Taurens (Earth-616),\/William_Taurens_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,38,Jul-71,1971
983,12423,Daniel Drumm (Earth-616),\/Daniel_Drumm_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,38,Sep-73,1973
984,1980,Paul Cartier (Earth-616),\/Paul_Cartier_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,38,Apr-73,1973
985,12418,Marduk Kurios (Earth-616),\/Marduk_Kurios_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,38,Jan-74,1974
986,1504,Electron (Imperial Guard) (Earth-616),\/Electron_(Imperial_Guard)_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,38,Oct-77,1977
987,1912,Karkas (Earth-616),\/Karkas_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Living Characters,38,Feb-77,1977
988,1998,William Stryker (Earth-616),\/William_Stryker_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,38,Jan-83,1983
989,2426,Marie-Ange Colbert (Earth-616),\/Marie-Ange_Colbert_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,38,Jun-84,1984
990,1218,Jackie Lukus (Earth-616),\/Jackie_Lukus_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,38,Jun-88,1988
991,243318,Niels (Earth-616),\/Niels_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Orange Hair,Male Characters,,Living Characters,38,Sep-88,1988
992,2463,Melody Jacobs (Earth-616),\/Melody_Jacobs_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,38,Jan-93,1993
993,16451,Anne Ghazikhanian (Earth-616),\/Anne_Ghazikhanian_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,38,Oct-02,2002
994,391962,Ernst (Earth-616),\/Ernst_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,38,Feb-03,2003
995,30404,Geoffrey Wilder (Earth-616),\/Geoffrey_Wilder_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,38,Jul-03,2003
996,9816,Kevin Ford (Earth-616),\/Kevin_Ford_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,38,Sep-03,2003
997,77072,Elloe Kaifi (Earth-616),\/Elloe_Kaifi_(Earth-616),Public Identity,,Red Eyes,Black Hair,Female Characters,,Living Characters,38,May-06,2006
998,18445,Ahura Boltagon (Earth-616),\/Ahura_Boltagon_(Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,38,,
999,53013,Franklin Roosevelt (Earth-616),\/Franklin_Roosevelt_(Earth-616),No Dual Identity,,,,Male Characters,,Deceased Characters,37,Aug-40,1940
1000,594989,Penny Pennington (Earth-616),\/Penny_Pennington_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,37,Nov-52,1952
